title,published,modified,pdfUrl,conference
On the mapping between Hopfield networks and Restricted Boltzmann Machines,13 Jan 2021,06 May 2023,https://openreview.net/pdf?id=RGJbergVIoO,ICLR 2021 ORAL
Complex Query Answering with Neural Link Predictors,13 Jan 2021,06 May 2023,https://openreview.net/pdf?id=Mos9F9kDwkz,ICLR 2021 ORAL
Share or Not? Learning to Schedule Language-Specific Capacity for Multilingual Translation,13 Jan 2021,06 May 2023,https://openreview.net/pdf?id=Wj4ODo0uyCF,ICLR 2021 ORAL
End-to-end Adversarial Text-to-Speech,13 Jan 2021,28 May 2023,https://openreview.net/pdf?id=rsf1z-JSj87,ICLR 2021 ORAL
Co-Mixup: Saliency Guided Joint Mixup with Supermodular Diversity,13 Jan 2021,28 May 2023,https://openreview.net/pdf?id=gvxJzw8kW4b,ICLR 2021 ORAL
Contrastive Explanations for Reinforcement Learning via Embedded Self Predictions,13 Jan 2021,06 May 2023,https://openreview.net/pdf?id=Ud3DSz72nYR,ICLR 2021 ORAL
Why Are Convolutional Nets More Sample-Efficient than Fully-Connected Nets?,13 Jan 2021,06 May 2023,https://openreview.net/pdf?id=uCY5MuAxcxU,ICLR 2021 ORAL
Iterated learning for emergent systematicity in VQA,13 Jan 2021,06 May 2023,https://openreview.net/pdf?id=Pd_oMxH8IlF,ICLR 2021 ORAL
When Do Curricula Work?,13 Jan 2021,06 May 2023,https://openreview.net/pdf?id=tW4QEInpni,ICLR 2021 ORAL
Deep symbolic regression: Recovering mathematical expressions from data via risk-seeking policy gradients,13 Jan 2021,06 May 2023,https://openreview.net/pdf?id=m5Qsh0kBQG,ICLR 2021 ORAL
Improved Autoregressive Modeling with Distribution Smoothing,13 Jan 2021,06 May 2023,https://openreview.net/pdf?id=rJA5Pz7lHKb,ICLR 2021 ORAL
Score-Based Generative Modeling through Stochastic Differential Equations,13 Jan 2021,06 May 2023,https://openreview.net/pdf?id=PxTIG12RRHS,ICLR 2021 ORAL
Global Convergence of Three-layer Neural Networks in the Mean Field Regime,13 Jan 2021,06 May 2023,https://openreview.net/pdf?id=KvyxFqZS_D,ICLR 2021 ORAL
Rethinking Architecture Selection in Differentiable NAS,13 Jan 2021,28 May 2023,https://openreview.net/pdf?id=PKubaeJkw3,ICLR 2021 ORAL
Evolving Reinforcement Learning Algorithms,13 Jan 2021,06 May 2023,https://openreview.net/pdf?id=0XXpJ4OtjW,ICLR 2021 ORAL
Image GANs meet Differentiable Rendering for Inverse Graphics and Interpretable 3D Neural Rendering,13 Jan 2021,06 May 2023,https://openreview.net/pdf?id=yWkP7JuHX1,ICLR 2021 ORAL
MONGOOSE: A Learnable LSH Framework for Efficient Neural Network Training,13 Jan 2021,06 May 2023,https://openreview.net/pdf?id=wWK7yXkULyh,ICLR 2021 ORAL
Parrot: Data-Driven Behavioral Priors for Reinforcement Learning,13 Jan 2021,06 May 2023,https://openreview.net/pdf?id=Ysuv-WOFeKR,ICLR 2021 ORAL
SenSeI: Sensitive Set Invariance for Enforcing Individual Fairness,13 Jan 2021,06 May 2023,https://openreview.net/pdf?id=DktZb97_Fx,ICLR 2021 ORAL
Theoretical Analysis of Self-Training with Deep Networks on Unlabeled Data,13 Jan 2021,06 May 2023,https://openreview.net/pdf?id=rC8sJ4i6kaH,ICLR 2021 ORAL
Growing Efficient Deep Networks by Structured Continuous Sparsification,13 Jan 2021,06 May 2023,https://openreview.net/pdf?id=wb3wxCObbRT,ICLR 2021 ORAL
VCNet and Functional Targeted Regularization For Learning Causal Effects of Continuous Treatments,13 Jan 2021,06 May 2023,https://openreview.net/pdf?id=RmB-88r9dL,ICLR 2021 ORAL
EigenGame: PCA as a Nash Equilibrium,13 Jan 2021,06 May 2023,https://openreview.net/pdf?id=NzTU59SYbNq,ICLR 2021 ORAL
Randomized Automatic Differentiation,13 Jan 2021,28 May 2023,https://openreview.net/pdf?id=xpx9zj7CUlY,ICLR 2021 ORAL
A Distributional Approach to Controlled Text Generation,13 Jan 2021,06 May 2023,https://openreview.net/pdf?id=jWkw45-9AbL,ICLR 2021 ORAL
An Image is Worth 16x16 Words: Transformers for Image Recognition at Scale,13 Jan 2021,28 May 2023,https://openreview.net/pdf?id=YicbFdNTTy,ICLR 2021 ORAL
Getting a CLUE: A Method for Explaining Uncertainty Estimates,13 Jan 2021,06 May 2023,https://openreview.net/pdf?id=XSLF1XFq5h,ICLR 2021 ORAL
Optimal Rates for Averaged Stochastic Gradient Descent under Neural Tangent Kernel Regime,13 Jan 2021,06 May 2023,https://openreview.net/pdf?id=PULSD5qI2N1,ICLR 2021 ORAL
Learning Invariant Representations for Reinforcement Learning without Reconstruction,13 Jan 2021,28 May 2023,https://openreview.net/pdf?id=-2FCwDKRREu,ICLR 2021 ORAL
Rethinking the Role of Gradient-based Attribution Methods for Model Interpretability,13 Jan 2021,06 May 2023,https://openreview.net/pdf?id=dYeAHXnpWJ4,ICLR 2021 ORAL
SMiRL: Surprise Minimizing Reinforcement Learning in Unstable Environments,13 Jan 2021,06 May 2023,https://openreview.net/pdf?id=cPZOyoDloxl,ICLR 2021 ORAL
Learning to Reach Goals via Iterated Supervised Learning,13 Jan 2021,06 May 2023,https://openreview.net/pdf?id=rALA0Xo6yNJ,ICLR 2021 ORAL
Self-training For Few-shot Transfer Across Extreme Task Differences,13 Jan 2021,06 May 2023,https://openreview.net/pdf?id=O3Y56aqpChA,ICLR 2021 ORAL
Federated Learning Based on Dynamic Regularization,13 Jan 2021,27 May 2023,https://openreview.net/pdf?id=B7v4QMR6Z9w,ICLR 2021 ORAL
Rao-Blackwellizing the Straight-Through Gumbel-Softmax Gradient Estimator,13 Jan 2021,06 May 2023,https://openreview.net/pdf?id=Mk6PZtgAgfq,ICLR 2021 ORAL
Coupled Oscillatory Recurrent Neural Network (coRNN): An accurate and (gradient) stable architecture for learning long time dependencies,13 Jan 2021,28 May 2023,https://openreview.net/pdf?id=F3s69XzWOia,ICLR 2021 ORAL
DiffWave: A Versatile Diffusion Model for Audio Synthesis,13 Jan 2021,28 May 2023,https://openreview.net/pdf?id=a-xFK8Ymz5J,ICLR 2021 ORAL
Learning Cross-Domain Correspondence for Control with Dynamics Cycle-Consistency,13 Jan 2021,28 May 2023,https://openreview.net/pdf?id=QIRlze3I6hX,ICLR 2021 ORAL
Deformable DETR: Deformable Transformers for End-to-End Object Detection,13 Jan 2021,28 May 2023,https://openreview.net/pdf?id=gZ9hCDWe6ke,ICLR 2021 ORAL
Learning Generalizable Visual Representations via Interactive Gameplay,13 Jan 2021,06 May 2023,https://openreview.net/pdf?id=UuchYL8wSZo,ICLR 2021 ORAL
Gradient Projection Memory for Continual Learning,13 Jan 2021,06 May 2023,https://openreview.net/pdf?id=3AOj0RCNC2,ICLR 2021 ORAL
